10.1.1.11	A0A0D2ET19_F1_nD1
10.1.1.11	A0A0D2EUB4_F1_nD1
10.1.1.11	A0A0D2F436_F1_nD1
10.1.1.11	A0A0D2FD20_F1_nD1
10.1.1.11	A0A0D2GFB4_F1_nD1
10.1.1.11	A0A0D2GRH6_F1_nD1
10.1.1.11	A0A0D2GVW4_F1_nD1
10.1.1.11	A0A0P0VHK3_F1_nD1
10.1.1.11	A0A0R0J6V4_F1_nD1
10.1.1.11	A0A0R0KFJ7_F1_nD1
10.1.1.11	A0A175VZM7_F1_nD1
10.1.1.11	A0A175W9V6_F1_nD1
10.1.1.11	A0A175WD49_F1_nD1
10.1.1.11	A0A175WFC0_F1_nD1
10.1.1.11	A0A175WGL2_F1_nD1
10.1.1.11	A0A175WJ45_F1_nD1
10.1.1.11	A0A1C1CC43_F1_nD1
10.1.1.11	A0A1C1CD52_F1_nD1
10.1.1.11	A0A1C1CE60_F1_nD1
10.1.1.11	A0A1C1CNM4_F1_nD1
10.1.1.11	A0A1C1CP62_F1_nD2
10.1.1.11	A0A1C1CZY1_F1_nD1
10.1.1.11	A0A1C1D092_F1_nD1
10.1.1.11	A0A1C1D0J4_F1_nD1
10.1.1.11	A0A1D6E0F5_F1_nD1
10.1.1.11	A3DBX3_nD1
10.1.1.11	B6TNS1_F1_nD1
10.1.1.11	C0NBI6_F1_nD2
10.1.1.11	C0NFG4_F1_nD1
10.1.1.11	C0NS61_F1_nD1
10.1.1.11	C0NSG6_F1_nD1
10.1.1.11	C1GRJ4_F1_nD1
10.1.1.11	C1GRS9_F1_nD1
10.1.1.11	C1GV69_F1_nD1
10.1.1.11	C1H7N8_F1_nD1
10.1.1.11	C1H7X6_F1_nD1
10.1.1.11	C1IE32_nD1
10.1.1.11	D4ALQ5_nD1
10.1.1.11	D4B4J2_nD1
10.1.1.11	e1ajkA1
10.1.1.11	e1ajkB1
10.1.1.11	e1ajoA1
10.1.1.11	e1ajoB1
10.1.1.11	e1axkA1
10.1.1.11	e1axkB1
10.1.1.11	e1byhA1
10.1.1.11	e1cpmA1
10.1.1.11	e1cpnA1
10.1.1.11	e1gbgA1
10.1.1.11	e1glhA1
10.1.1.11	e1macA1
10.1.1.11	e1macB1
10.1.1.11	e1mveA1
10.1.1.11	e1u0aA1
10.1.1.11	e1u0aB1
10.1.1.11	e1u0aC1
10.1.1.11	e1u0aD1
10.1.1.11	e1upsA1
10.1.1.11	e1upsB1
10.1.1.11	e1zm1A1
10.1.1.11	e1zm1B1
10.1.1.11	e2ayhA1
10.1.1.11	e2hykA1
10.1.1.11	e2r49A1
10.1.1.11	e2vy0A1
10.1.1.11	e2vy0B1
10.1.1.11	e3atgA1
10.1.1.11	e3axdA1
10.1.1.11	e3axdB2
10.1.1.11	e3axeA2
10.1.1.11	e3azxA1
10.1.1.11	e3azxB1
10.1.1.11	e3azyA1
10.1.1.11	e3azyB1
10.1.1.11	e3azyC1
10.1.1.11	e3azyD1
10.1.1.11	e3azzA1
10.1.1.11	e3azzB1
10.1.1.11	e3azzC1
10.1.1.11	e3azzD1
10.1.1.11	e3b00A1
10.1.1.11	e3b00B1
10.1.1.11	e3b00C1
10.1.1.11	e3b00D1
10.1.1.11	e3b01A1
10.1.1.11	e3b01B1
10.1.1.11	e3b01C1
10.1.1.11	e3b01D1
10.1.1.11	e3d6eA1
10.1.1.11	e3d6eB1
10.1.1.11	e3dgtA1
10.1.1.11	e3h0oA1
10.1.1.11	e3hr9A1
10.1.1.11	e3i4iA1
10.1.1.11	e3i4iB1
10.1.1.11	e3ilnA1
10.1.1.11	e3ilnB1
10.1.1.11	e3o5sA1
10.1.1.11	e3wvjA1
10.1.1.11	e3wvjB1
10.1.1.11	e4bowA1
10.1.1.11	e4bowB1
10.1.1.11	e4bpzA1
10.1.1.11	e4bpzB1
10.1.1.11	e4bq1A1
10.1.1.11	e4bq1B1
10.1.1.11	e4crqA1
10.1.1.11	e4crqB1
10.1.1.11	e4cteA1
10.1.1.11	e4cteB1
10.1.1.11	e4dfsA1
10.1.1.11	e4dfsB2
10.1.1.11	e4wzfA1
10.1.1.11	e4wzfB1
10.1.1.11	e4xdqA1
10.1.1.11	e4xxpA1
10.1.1.11	e5dxdA1
10.1.1.11	e5dxdB1
10.1.1.11	e5dzeA1
10.1.1.11	e5dzfA1
10.1.1.11	e5dzfB1
10.1.1.11	e5dzgA1
10.1.1.11	e5dzgB1
10.1.1.11	e5nboA1
10.1.1.11	e5nboB1
10.1.1.11	e5nbpA1
10.1.1.11	e5nbpB1
10.1.1.11	e5ndlA1
10.1.1.11	e5ndlB1
10.1.1.11	e5sv8A1
10.1.1.11	e5wutA1
10.1.1.11	e5wutB1
10.1.1.11	e6ibuA1
10.1.1.11	e6ibuB1
10.1.1.11	e6ibwA1
10.1.1.11	e6ibwB1
10.1.1.11	e6jh5A1
10.1.1.11	e6jhjA1
10.1.1.11	e6jiaA1
10.1.1.11	e6m6pA1
10.1.1.11	e6t2nAAA1
10.1.1.11	e6t2nBBB1
10.1.1.11	e6t2oAAA1
10.1.1.11	e6t2oBBB1
10.1.1.11	e6t2pAAA1
10.1.1.11	e6t2pBBB1
