1085.1.1.1	PF21763	5027631	A0A0B5HYI5_F1_nD2	A0A0B5HYI5_F1	afdb	181-265	4635806
1085.1.1.1	PF21763	5030202	A0A0B5HFH0_F1_nD2	A0A0B5HFH0_F1	afdb	186-275	4638377
1085.1.1.1	PF21763	5032112	A0A0P9E006_F1_nD2	A0A0P9E006_F1	afdb	201-285	4640287
1085.1.1.1	PF21763	5034964	A0A151E951_F1_nD2	A0A151E951_F1	afdb	181-265	4643139
1085.1.1.1	PF21763	5037607	A0A256Y196_F1_nD2	A0A256Y196_F1	afdb	196-285	4645782
1085.1.1.1	PF21763	5037907	A0A257ANH0_F1_nD2	A0A257ANH0_F1	afdb	186-275	4646082
1085.1.1.1	PF21763	5038546	A0A2P6VW74_F1_nD2	A0A2P6VW74_F1	afdb	181-260	4646721
1085.1.1.1	PF21763	5041217	A0A2P6VSL5_F1_nD2	A0A2P6VSL5_F1	afdb	191-280	4649392
1085.1.1.1	PF21763	5042246	A0A7J2LEF0_F1_nD2	A0A7J2LEF0_F1	afdb	201-290	4650421
1085.1.1.1	PF21763	5042253	A0A662P115_F1_nD2	A0A662P115_F1	afdb	181-270	4650428
1085.1.1.1	PF21763	5047187	A0A5C9E029_F1_nD2	A0A5C9E029_F1	afdb	211-300	4655362
1085.1.1.1	PF21763	5052020	A0A532T5R0_F1_nD2	A0A532T5R0_F1	afdb	221-310	4660195
1085.1.1.1	PF21763	5054212	A0A7C1HLP0_F1_nD2	A0A7C1HLP0_F1	afdb	176-260	4662387
1085.1.1.1	PF21763	5057460	A0A842WDZ8_F1_nD2	A0A842WDZ8_F1	afdb	186-275	4665635
1085.1.1.1	PF21763	4933197	A0A2R7Y1G7_F1_nD2	A0A2R7Y1G7_F1	afdb	196-290	4541372
1085.1.1.1	PF21763	4940398	A0A7D5XIF7_F1_nD2	A0A7D5XIF7_F1	afdb	171-260	4548573
1085.1.1.1	PF21763	5019524	Q8PVJ3_F1_nD2	Q8PVJ3_F1	afdb	186-275	4627699
1085.1.1.1	PF21763	5013834	Q5JGL0_F1_nD2	Q5JGL0_F1	afdb	196-275	4622009
1085.1.1.1	PF21763	4953872	A5UMH0_F1_nD2	A5UMH0_F1	afdb	181-255	4562047
1085.1.1.1	PF21763	4954350	A5UNC7_F1_nD2	A5UNC7_F1	afdb	191-280	4562525
1085.1.1.1	PF21763	4938754	A0A7C0X2K3_F1_nD2	A0A7C0X2K3_F1	afdb	201-285	4546929
1085.1.1.1	PF21763	4958047	D1YWB8_F1_nD2	D1YWB8_F1	afdb	191-280	4566222
1085.1.1.1	PF21763	4930633	A0A1Y3GBA3_F1_nD2	A0A1Y3GBA3_F1	afdb	191-275	4538808
1085.1.1.1	PF21763	4951056	A3CW61_F1_nD2	A3CW61_F1	afdb	186-270	4559231
1085.1.1.1	PF21763	4935392	A0A520KRE3_F1_nD2	A0A520KRE3_F1	afdb	181-265	4543567
1085.1.1.1	PF21763	5007575	O29523_F1_nD2	O29523_F1	afdb	191-270	4615750
1085.1.1.1	PF21763	5004949	L0L1L2_F1_nD2	L0L1L2_F1	afdb	186-270	4613124
1085.1.1.1	PF21763	5004998	L0L1S4_F1_nD2	L0L1S4_F1	afdb	191-275	4613173
1085.1.1.1	PF21763	4956568	B1L6T5_F1_nD2	B1L6T5_F1	afdb	186-270	4564743
1085.1.1.1	PF21763	4938184	A0A5Q0UI90_F1_nD2	A0A5Q0UI90_F1	afdb	191-270	4546359
1085.1.1.1	PF21763	4965491	D4GYR9_F1_nD2	D4GYR9_F1	afdb	196-285	4573666
1085.1.1.1	PF21763	5025731	Q9HKR9_F1_nD2	Q9HKR9_F1	afdb	211-300	4633906
1085.1.1.1	PF21763	4928569	A0A060HN52_F1_nD2	A0A060HN52_F1	afdb	201-285	4536744
1085.1.1.1	PF21763	4993958	EPP00013385_nD2	EPP00013385	epp	201-285	4602133
1085.1.1.1	PF21763	4998203	EPP00007752_nD2	EPP00007752	epp	206-290	4606378
